IP 地址,平均延迟,下载速度(MB/s),地区码
46.101.221.21,,,
46.101.221.147,,,
46.101.223.33,,,
46.101.223.107,,,
46.101.224.87,,,
46.101.225.98,,,
46.101.227.191,,,
46.101.227.221,,,
46.101.228.153,,,
46.101.229.149,,,
46.101.230.110,,,
46.101.238.160,,,
46.101.239.26,,,
46.101.240.42,,,
46.101.246.237,,,
46.101.250.44,,,
46.101.250.69,,,
46.101.250.238,,,
46.101.252.13,,,
46.101.252.80,,,
46.101.253.244,,,
46.101.254.53,,,
46.101.255.72,,,
46.102.156.144,,,
46.128.3.61,,,
46.137.229.208,,,
46.149.66.235,,,
46.149.70.52,,,
46.149.75.249,,,
46.149.76.150,,,
46.149.77.75,,,
46.149.77.214,,,
46.151.29.64,,,
46.151.31.54,,,
46.151.31.91,,,
46.165.215.93,,,
46.203.233.131,,,
46.203.233.226,,,
46.203.233.247,,,
46.224.63.87,,,
46.224.78.72,,,
46.224.85.150,,,
46.224.103.23,,,
46.224.108.81,,,
46.224.118.72,,,
46.224.130.20,,,
46.224.131.7,,,
46.224.137.142,,,
46.224.139.8,,,
46.224.154.118,,,
46.224.154.163,,,
46.224.158.20,,,
46.224.170.194,,,
46.224.182.84,,,
46.224.207.178,,,
46.224.215.44,,,
46.224.225.180,,,
46.224.227.141,,,
46.224.233.1,,,
46.224.235.242,,,
46.225.5.182,,,
46.225.9.106,,,
46.225.15.72,,,
46.225.31.235,,,
46.225.50.249,,,
46.225.55.149,,,
46.225.77.55,,,
46.225.77.98,,,
46.225.82.231,,,
46.225.84.188,,,
46.225.97.236,,,
46.225.107.73,,,
46.225.119.149,,,
46.225.121.59,,,
46.225.121.230,,,
46.225.128.103,,,
46.225.133.101,,,
46.225.136.91,,,
46.225.139.245,,,
46.225.142.59,,,
46.225.149.10,,,
46.225.149.166,,,
46.225.187.178,,,
46.225.208.108,,,
46.225.210.98,,,
46.225.210.240,,,
46.225.232.103,,,
46.225.234.195,,,
46.226.105.194,,,
46.226.107.165,,,
46.226.160.81,,,
46.226.160.92,,,
46.226.160.232,,,
46.226.161.12,,,
46.226.161.21,,,
46.226.161.129,,,
46.226.161.240,,,
46.226.162.29,,,
46.226.162.57,,,
46.226.162.89,,,
46.226.163.212,,,
46.226.165.199,,,
46.226.166.212,,,
46.226.167.115,,,
46.226.167.162,,,
46.232.249.160,,,
46.243.1.128,,,
46.243.1.205,,,
46.243.1.224,,,
46.243.3.87,,,
46.243.3.161,,,
46.243.4.193,,,
46.243.6.25,,,
46.243.6.117,,,
46.246.97.51,,,
46.246.109.107,,,
46.247.41.93,,,
46.247.108.163,,,
46.249.44.245,,,
46.249.44.249,,,
46.249.99.96,,,
46.249.100.28,,,
46.249.100.111,,,
46.249.102.151,,,
46.249.103.50,,,
46.249.103.176,,,
46.250.231.61,,,
46.250.241.49,,,
46.250.242.104,,,
46.250.244.12,,,
46.250.248.210,,,
46.250.250.48,,,
46.250.252.162,,,
47.57.181.17,,,
47.76.171.37,,,
47.76.218.163,,,
47.77.210.148,,,
47.79.78.40,254.55,0.00,HKG
47.79.255.2,237.90,0.00,SIN
47.79.255.194,316.23,0.00,SIN
47.79.255.228,241.82,0.00,SIN
47.80.57.116,,,
47.82.155.79,275.29,0.00,SIN
47.83.14.42,,,
47.84.54.115,378.90,0.00,SIN
47.88.34.80,,,
47.88.88.99,,,
47.131.189.221,,,
47.131.225.17,,,
47.236.38.12,,,
47.236.119.109,281.48,0.00,SIN
47.239.4.246,213.08,0.00,HKG
47.239.189.60,,,
47.239.231.121,,,
47.243.183.61,,,
47.245.62.50,,,
47.245.99.109,,,
47.245.131.215,,,
47.250.81.46,,,
47.250.212.59,,,
47.251.95.178,,,
47.254.15.111,,,
47.254.57.63,,,
47.254.122.134,,,
49.12.62.150,,,
49.12.119.73,,,
49.12.208.254,,,
49.12.212.65,,,
49.12.213.163,,,
49.12.235.171,,,
49.12.237.71,,,
49.12.241.50,,,
49.12.241.100,,,
49.12.243.75,,,
49.13.8.121,,,
49.13.50.94,,,
49.13.64.206,,,
49.13.105.13,,,
49.13.120.47,,,
49.13.173.56,,,
49.13.220.198,,,
49.13.228.85,,,
49.13.230.36,,,
49.51.50.56,,,
49.51.192.131,,,
50.7.21.117,,,
50.7.21.174,,,
50.7.177.25,,,
50.7.177.203,,,
50.114.113.11,,,
50.114.115.208,,,
50.114.177.200,,,
50.114.236.69,,,
50.114.236.72,,,
50.228.203.26,,,
51.6.54.142,,,
51.15.50.45,,,
51.15.56.136,,,
51.15.70.69,,,
51.15.96.108,,,
51.15.105.75,,,
51.15.111.165,,,
51.15.127.20,,,
51.15.236.52,,,
51.20.201.220,,,
51.20.202.203,,,
51.21.18.89,,,
51.38.44.17,,,
51.38.73.235,,,
51.38.82.153,,,
51.38.128.30,,,
51.38.131.161,,,
51.68.130.118,,,
51.68.141.223,,,
51.68.142.243,,,
51.68.180.181,,,
51.68.219.187,,,
51.75.27.43,,,
51.75.32.106,,,
51.75.69.223,,,
51.75.170.141,,,
51.77.58.226,,,
51.79.50.234,,,
51.79.156.240,,,
51.79.157.158,,,
51.79.177.53,,,
51.79.248.128,,,
51.81.209.10,,,
51.83.70.96,,,
51.83.98.78,,,
51.83.128.182,,,
51.83.129.15,,,
51.83.135.182,,,
51.83.160.93,,,
51.83.186.109,,,
51.83.186.193,,,
51.83.199.98,,,
51.89.1.167,,,
51.89.22.226,,,
51.91.10.224,,,
51.91.16.135,,,
51.91.40.26,,,
51.91.78.12,,,
51.91.124.207,,,
51.158.205.160,,,
51.158.244.90,,,
51.159.6.227,,,
51.159.17.151,,,
51.161.11.51,,,
51.161.197.128,,,
51.170.85.31,,,
51.178.19.225,,,
51.195.37.140,,,
51.195.45.232,,,
51.195.60.99,,,
51.195.82.165,,,
51.195.82.176,,,
51.195.91.135,,,
51.195.119.195,,,
51.195.217.14,,,
51.210.159.218,,,
51.210.243.206,,,
51.222.30.98,,,
51.222.136.162,,,
51.241.130.35,,,
51.241.130.139,,,
51.241.130.183,,,
51.241.130.204,,,
51.241.150.41,,,
51.250.86.194,,,
51.255.205.165,,,
52.26.119.209,,,
52.56.194.132,,,
52.56.194.238,,,
52.57.33.209,,,
52.57.201.75,,,
52.57.202.250,,,
52.66.200.252,,,
52.74.228.235,,,
52.76.97.123,,,
52.77.54.144,,,
52.77.72.146,,,
52.77.224.71,,,
52.137.60.154,,,
52.139.193.238,,,
52.192.169.96,,,
52.193.208.44,,,
52.194.151.107,,,
52.194.191.128,,,
52.194.215.93,,,
52.195.11.120,508.56,2.61,NRT
52.195.18.120,130.18,19.28,NRT
52.195.32.229,307.30,0.00,NRT
52.195.80.151,186.07,2.56,NRT
52.195.140.20,,,
52.195.163.105,193.78,18.89,NRT
52.195.163.206,127.17,5.12,NRT
52.195.167.248,225.55,2.55,NRT
52.195.173.38,,,
52.195.179.117,182.81,2.62,NRT
52.195.184.209,,,
52.195.206.161,,,
52.195.209.87,,,
52.195.211.96,129.74,0.00,NRT
52.195.211.175,156.17,0.00,NRT
52.195.222.35,92.68,17.64,NRT
52.195.225.126,,,
52.195.228.243,126.39,0.00,NRT
52.196.42.76,129.12,17.12,NRT
52.196.63.84,158.82,0.00,NRT
52.196.133.194,,,
52.196.161.169,130.43,17.79,NRT
52.196.184.224,128.29,17.54,NRT
52.196.199.221,138.83,18.91,NRT
52.196.205.49,130.68,0.00,NRT
52.197.46.127,108.41,0.00,NRT
52.197.119.11,108.52,0.00,NRT
52.197.163.59,107.19,0.00,NRT
52.197.216.231,,,
52.197.217.169,,,
52.197.219.243,138.66,0.00,NRT
52.197.221.186,122.50,17.29,NRT
52.197.247.0,108.23,0.00,NRT
52.220.111.120,,,
52.221.4.213,,,
52.221.53.171,,,
52.221.158.37,,,
52.230.146.177,,,
54.37.39.40,,,
54.37.96.177,,,
54.37.139.89,,,
54.37.204.252,,,
54.37.227.49,,,
54.37.227.89,,,
54.38.156.213,,,
54.38.159.110,,,
54.38.203.96,,,
54.39.17.220,,,
54.65.2.249,141.70,0.00,NRT
54.65.16.21,188.85,19.21,NRT
54.65.20.242,126.32,0.00,NRT
54.65.58.58,,,
54.65.140.102,188.75,2.62,NRT
54.65.163.237,,,
54.65.168.160,143.75,0.00,NRT
54.65.218.189,125.03,16.13,NRT
54.65.224.78,130.24,0.00,NRT
54.65.230.253,193.69,14.83,NRT
54.65.235.225,173.68,2.55,NRT
54.65.254.1,,,
54.71.224.27,,,
54.92.75.254,,,
54.95.2.216,126.92,16.13,NRT
54.95.21.10,128.00,0.00,NRT
54.95.66.108,216.27,18.88,NRT
54.95.70.87,131.21,15.50,NRT
54.95.87.207,130.40,2.59,NRT
54.95.106.234,129.32,0.00,NRT
54.95.132.154,124.34,18.19,NRT
54.95.160.208,134.98,18.88,NRT
54.95.178.88,123.12,18.88,NRT
54.95.179.41,143.99,18.88,NRT
54.95.214.241,128.76,18.88,NRT
54.95.252.10,,,
54.150.43.75,,,
54.150.132.91,,,
54.168.245.61,,,
54.169.57.101,,,
54.169.146.255,,,
54.180.141.246,,,
54.180.151.15,,,
54.190.224.192,,,
54.191.77.34,,,
54.194.24.172,,,
54.199.1.52,,,
54.229.164.147,,,
54.238.43.23,129.52,18.92,NRT
54.238.93.157,,,
54.238.157.207,,,
54.238.172.113,,,
54.238.178.84,191.65,18.88,NRT
54.238.196.15,145.12,2.62,NRT
54.238.199.145,140.27,0.00,NRT
54.238.236.208,,,
54.238.237.167,150.53,0.00,NRT
54.248.15.203,109.13,0.00,NRT
54.248.37.117,,,
54.248.41.45,181.22,17.81,NRT
54.248.48.160,121.87,2.62,NRT
54.248.55.203,,,
54.248.73.184,129.02,18.88,NRT
54.248.146.165,108.25,0.00,NRT
54.248.147.134,127.94,0.00,NRT
54.248.173.81,128.36,18.88,NRT
54.248.177.247,183.53,19.12,NRT
54.248.180.118,189.38,18.88,NRT
54.248.200.62,,,
54.248.227.16,123.90,22.37,NRT
54.248.254.51,109.85,0.00,NRT
54.249.226.241,,,
54.250.165.210,,,
54.251.91.171,,,
54.254.39.187,,,
54.254.226.116,,,
54.254.247.156,,,
54.255.175.251,,,
56.69.45.182,,,
57.128.171.69,,,
57.128.171.79,,,
57.128.172.125,,,
57.128.176.37,,,
57.128.176.82,,,
57.128.176.87,,,
57.128.176.90,,,
57.128.177.22,,,
57.128.177.172,,,
57.128.177.198,,,
57.128.178.42,,,
57.128.178.63,,,
57.128.178.122,,,
57.128.178.196,,,
57.128.178.232,,,
57.128.179.45,,,
57.128.179.189,,,
57.128.179.254,,,
57.128.180.98,,,
57.128.181.14,,,
57.128.181.125,,,
57.128.181.219,,,
57.128.181.221,,,
57.128.182.21,,,
57.128.182.27,,,
57.128.182.61,,,
57.128.183.3,,,
57.128.183.35,,,
57.128.183.59,,,
57.128.183.82,,,
57.128.183.90,,,
57.128.183.108,,,
57.128.183.133,,,
57.128.183.138,,,
57.128.183.214,,,
57.128.183.248,,,
57.128.203.189,,,
57.128.214.118,,,
57.128.227.152,,,
57.128.246.84,,,
57.129.4.92,,,
57.129.41.68,,,
57.129.41.117,,,
57.129.43.125,,,
57.129.48.115,,,
57.129.52.241,,,
57.129.62.51,,,
57.129.68.46,,,
57.129.71.102,,,
57.129.80.109,,,
57.129.81.233,,,
57.129.118.191,,,
57.129.119.220,,,
57.129.123.12,,,
57.129.124.159,,,
57.129.142.12,,,
57.131.32.25,,,
57.131.130.233,,,
57.131.140.55,,,
57.131.141.46,,,
57.131.142.19,,,
57.131.143.10,,,
57.131.143.11,,,
57.131.143.12,,,
57.131.143.101,,,
57.131.149.64,,,
57.131.149.90,,,
57.180.7.29,,,
57.180.8.230,,,
57.180.22.144,136.15,4.91,NRT
57.180.23.249,164.92,18.88,NRT
57.180.41.133,,,
57.180.44.121,129.08,0.00,NRT
57.180.48.227,150.04,0.00,NRT
57.180.51.63,152.61,18.89,NRT
57.180.65.102,148.21,2.57,NRT
57.180.168.118,144.64,16.71,NRT
57.180.249.223,,,
57.182.89.177,124.00,0.00,NRT
57.182.103.115,129.20,0.00,NRT
57.182.245.144,153.24,18.88,NRT
57.182.250.153,127.97,5.12,NRT
59.190.132.135,,,
60.249.21.30,,,
60.249.101.167,,,
61.13.236.181,,,
61.109.188.221,,,
61.109.188.223,,,
61.124.1.97,,,
61.222.202.153,,,
61.245.10.8,,,
61.245.11.45,,,
62.3.41.40,,,
62.60.144.95,,,
62.60.148.60,,,
62.60.149.222,,,
62.60.149.252,,,
62.60.150.187,,,
62.60.151.169,,,
62.60.151.191,,,
62.60.151.202,,,
62.60.151.236,,,
62.60.151.252,,,
62.60.152.13,,,
62.60.152.14,,,
62.60.152.31,,,
62.60.152.187,,,
62.60.153.23,,,
62.60.153.58,,,
62.60.153.210,,,
62.60.156.24,,,
62.60.156.142,,,
62.60.156.222,,,
62.60.157.104,,,
62.60.157.155,,,
62.60.157.162,,,
62.60.157.164,,,
62.60.159.146,,,
62.60.159.240,,,
62.60.186.81,,,
62.60.186.93,,,
62.60.216.5,,,
62.60.216.82,,,
62.60.216.151,,,
62.60.217.43,,,
62.60.217.109,,,
62.60.217.133,,,
62.60.217.170,,,
62.60.217.209,,,
62.60.217.230,,,
62.60.228.84,,,
62.60.228.203,,,
62.60.228.233,,,
62.60.229.251,,,
62.60.230.51,,,
62.60.230.88,,,
62.60.231.188,,,
62.60.233.121,,,
62.60.234.29,,,
62.60.234.201,,,
62.60.235.15,,,
62.60.235.91,,,
62.60.235.207,,,
62.60.235.214,,,
62.60.236.66,,,
62.60.236.94,,,
62.60.237.4,,,
62.60.237.142,,,
62.60.238.145,,,
62.60.238.191,,,
62.60.239.2,,,
62.60.239.23,,,
62.60.239.41,,,
62.60.239.199,,,
62.60.239.231,,,
62.60.244.43,,,
62.60.244.74,,,
62.60.244.168,,,
62.60.244.195,,,
62.60.245.17,,,
62.60.245.67,,,
62.60.245.140,,,
62.60.245.155,,,
62.60.245.255,,,
62.60.246.37,,,
62.60.246.66,,,
62.60.247.105,,,
62.60.247.152,,,
62.60.247.211,,,
62.60.247.217,,,
62.60.248.23,,,
62.60.248.205,,,
62.60.249.37,,,
62.60.249.250,,,
62.60.250.57,,,
62.60.250.185,,,
62.60.250.190,,,
62.60.250.200,,,
62.60.251.46,,,
62.60.251.57,,,
62.60.251.86,,,
62.60.251.113,,,
62.60.251.214,,,
62.60.252.83,,,
62.60.252.139,,,
62.60.252.157,,,
62.60.252.216,,,
62.60.252.251,,,
62.60.253.3,,,
62.60.253.62,,,
62.60.253.89,,,
62.60.253.98,,,
62.60.254.6,,,
62.60.254.18,,,
62.60.254.44,,,
62.60.254.106,,,
62.60.254.135,,,
62.60.255.12,,,
62.60.255.43,,,
62.76.239.165,,,
62.78.157.86,,,
62.84.97.110,,,
62.84.97.123,,,
62.84.100.93,,,
62.84.101.114,,,
62.84.102.158,,,
62.84.103.222,,,
62.84.172.138,,,
62.84.176.153,,,
62.84.180.161,,,
62.106.66.67,,,
62.106.66.92,,,
62.106.66.207,,,
62.109.1.5,,,
62.113.99.22,,,
62.113.106.85,,,
62.113.114.246,,,
62.129.138.134,,,
62.132.1.47,,,
62.133.60.66,,,
62.133.60.134,,,
62.133.60.138,,,
62.133.60.227,,,
62.133.61.94,,,
62.133.62.132,,,
62.133.63.124,,,
62.133.63.127,,,
62.146.180.177,,,
62.146.232.232,,,
62.163.210.79,,,
62.171.185.218,,,
62.171.228.38,,,
62.171.228.56,,,
62.171.228.60,,,
62.171.228.65,,,
62.171.228.94,,,
62.171.228.103,,,
62.171.228.112,,,
62.171.228.127,,,
62.171.228.146,,,
62.171.228.152,,,
62.171.228.167,,,
62.171.228.177,,,
62.171.228.207,,,
62.171.228.235,,,
62.171.228.242,,,
62.182.102.93,,,
62.182.192.194,,,
62.182.192.195,,,
62.182.193.10,,,
62.182.193.108,,,
62.182.193.175,,,
62.182.193.220,,,
62.182.195.6,,,
62.182.195.147,,,
62.182.195.166,,,
62.182.196.83,,,
62.182.196.194,,,
62.182.196.230,,,
62.182.197.18,,,
62.182.197.238,,,
62.182.198.47,,,
62.182.198.85,,,
62.182.198.178,,,
62.197.48.250,,,
62.233.57.80,,,
62.233.57.167,,,
62.233.57.172,,,
62.233.57.193,,,
62.233.57.204,,,
62.238.2.7,,,
62.238.2.182,,,
62.238.3.55,,,
62.238.4.103,,,
62.238.8.4,,,
62.238.9.176,,,
62.238.9.203,,,
62.238.12.74,,,
62.238.13.208,,,
62.238.14.79,,,
62.238.14.253,,,
62.238.16.70,,,
62.238.21.163,,,
62.238.24.80,,,
62.238.27.38,,,
62.238.27.47,,,
62.238.27.158,,,
62.238.28.181,,,
62.238.35.47,,,
62.238.36.44,,,
62.238.47.196,,,
62.238.50.164,,,
62.238.62.111,,,
62.238.98.140,,,
62.238.98.168,,,
62.238.101.88,,,
62.238.101.161,,,
62.238.102.71,,,
62.238.106.3,,,
62.238.108.237,,,
62.238.110.145,,,
63.32.194.15,,,
63.141.128.3,,,
63.141.128.25,,,
63.141.128.78,,,
63.141.128.130,,,
63.141.128.137,,,
63.141.128.140,,,
63.142.251.8,,,
63.176.161.135,,,
63.186.127.80,,,
64.23.150.247,,,
64.23.153.167,,,
64.23.161.169,,,
64.23.169.7,,,
64.23.170.130,,,
64.23.218.0,,,
64.23.220.49,,,
64.23.231.153,,,
64.23.248.94,,,
64.23.249.248,,,
64.23.252.20,68.13,0.00,SJC
64.23.252.144,105.46,0.00,SJC
64.49.28.77,,,
64.49.28.173,,,
64.49.28.188,,,
64.52.109.128,,,
64.56.71.152,,,
64.83.39.176,,,
64.105.72.131,,,
64.110.70.64,,,
64.110.79.66,,,
64.110.82.71,,,
64.110.97.200,,,
64.110.101.181,,,
64.110.104.30,140.86,0.00,KIX
64.110.104.119,183.22,0.00,KIX
64.112.41.117,,,
64.112.41.160,,,
64.112.42.28,,,
64.112.42.52,,,
64.112.42.110,,,
64.112.127.41,,,
64.118.157.199,,,
64.118.159.108,,,
64.120.95.175,,,
64.120.121.89,,,
64.137.9.175,,,
64.176.4.154,,,
64.176.9.246,,,
64.176.15.110,,,
64.176.34.130,,,
64.176.35.110,141.23,0.00,KIX
64.176.35.237,138.23,0.00,KIX
64.176.36.17,146.06,0.00,KIX
64.176.36.89,,,
64.176.38.23,,,
64.176.39.250,,,
64.176.41.21,,,
64.176.44.23,134.47,0.00,KIX
64.176.53.200,,,
64.176.54.102,,,
64.176.54.200,,,
64.176.60.226,,,
64.176.62.21,,,
64.176.62.94,,,
64.176.68.73,,,
64.176.70.24,,,
64.176.70.75,,,
64.176.73.77,,,
64.176.167.56,,,
64.176.170.68,,,
64.176.188.72,,,
64.176.209.0,,,
64.176.217.138,,,
64.176.226.26,,,
64.176.230.12,,,
64.177.112.4,,,
64.177.113.100,,,
64.181.218.67,,,
64.181.227.82,,,
64.181.247.243,83.03,0.00,SJC
64.181.255.215,,,
64.186.226.19,,,
64.186.242.1,,,
64.186.244.169,,,
64.186.247.122,,,
64.186.253.39,,,
64.186.254.109,,,
64.186.255.143,,,
64.188.27.124,,,
64.188.58.107,,,
64.188.59.144,,,
64.188.63.28,,,
64.188.66.138,,,
64.188.68.254,,,
64.188.70.151,,,
64.188.71.130,,,
64.188.71.212,,,
64.188.71.236,,,
64.188.73.76,,,
64.188.73.181,,,
64.188.74.17,,,
64.188.74.233,,,
64.188.79.4,,,
64.188.79.189,,,
64.188.79.244,,,
64.188.81.49,,,
64.188.81.151,,,
64.188.82.108,,,
64.188.82.141,,,
64.188.82.159,,,
64.188.82.173,,,
64.188.83.61,,,
64.188.83.202,,,
64.188.83.233,,,
64.188.89.9,,,
64.188.89.86,,,
64.188.89.181,,,
64.188.92.162,,,
64.188.92.191,,,
64.188.92.195,,,
64.188.93.20,,,
64.188.93.41,,,
64.188.93.158,,,
64.188.93.201,,,
64.188.93.253,,,
64.188.96.27,,,
64.188.96.31,,,
64.188.96.54,,,
64.188.96.55,,,
64.188.96.97,,,
64.188.96.130,,,
64.188.96.234,,,
64.188.97.15,,,
64.188.97.148,,,
64.188.97.153,,,
64.188.97.205,,,
64.188.97.233,,,
64.188.97.240,,,
64.188.98.29,,,
64.188.98.32,,,
64.188.98.110,,,
64.188.98.229,,,
64.188.99.102,,,
64.188.99.204,,,
64.188.99.214,,,
64.188.104.220,,,
64.188.105.66,,,
64.188.105.125,,,
64.188.105.184,,,
64.188.105.250,,,
64.188.106.195,,,
64.188.106.254,,,
64.188.107.66,,,
64.188.107.88,,,
64.188.107.198,,,
64.188.112.1,,,
64.188.112.93,,,
64.188.112.225,,,
64.188.112.251,,,
64.188.113.81,,,
64.188.113.209,,,
64.188.115.82,,,
64.188.115.103,,,
64.188.116.209,,,
64.188.116.252,,,
64.188.117.165,,,
64.188.117.238,,,
64.188.118.5,,,
64.188.118.63,,,
64.188.118.69,,,
64.188.118.137,,,
64.188.119.55,,,
64.188.124.18,,,
64.188.124.139,,,
64.188.124.168,,,
64.188.124.194,,,
64.188.125.50,,,
64.188.125.71,,,
64.188.125.121,,,
64.188.126.166,,,
64.188.126.205,,,
64.204.48.24,,,
64.204.48.62,,,
64.204.48.118,,,
64.204.49.136,,,
64.204.49.221,,,
64.204.49.223,,,
64.225.65.116,,,
64.225.66.234,,,
64.225.73.2,,,
64.225.75.31,,,
64.225.77.36,,,
64.225.101.159,,,
64.225.103.198,,,
64.225.106.70,,,
64.225.110.247,,,
64.225.111.152,,,
64.225.121.21,,,
64.226.64.234,,,
64.226.66.89,,,
64.226.66.230,,,
64.226.74.109,,,
64.226.77.29,,,
64.226.77.72,,,
64.226.77.75,,,
64.226.84.161,,,
64.226.88.144,,,
64.226.95.244,,,
64.226.96.188,,,
64.226.99.166,,,
64.226.100.119,,,
64.226.102.77,,,
64.226.104.67,,,
64.226.106.149,,,
64.226.107.228,,,
64.226.109.18,,,
64.226.111.98,,,
64.226.116.101,,,
64.226.121.114,,,
64.226.124.38,,,
64.226.124.55,,,
64.226.125.55,,,
64.227.32.187,,,
64.227.38.22,,,
64.227.38.240,,,
64.227.40.56,,,
64.227.44.199,,,
64.227.47.103,,,
64.227.59.217,,,
64.227.62.172,,,
64.227.64.52,,,
64.227.67.161,,,
64.227.68.199,,,
64.227.73.74,,,
64.227.73.131,,,
64.227.74.46,,,
64.227.109.151,,,
64.227.115.28,,,
64.227.117.91,,,
64.227.146.37,,,
64.227.164.129,,,
64.227.174.213,,,
65.2.215.47,,,
65.20.71.82,,,
65.20.85.14,,,
65.20.105.75,,,
65.20.115.191,,,
65.21.16.186,,,
65.21.16.187,,,
65.21.48.138,,,
65.21.50.107,,,
65.21.52.62,,,
65.21.62.92,,,
65.21.62.180,,,
65.21.63.225,,,
65.21.105.99,,,
65.21.109.73,,,
65.21.122.159,,,
65.21.147.73,,,
65.21.149.108,,,
65.21.156.174,,,
65.21.157.136,,,
65.21.157.194,,,
65.21.182.84,,,
65.21.183.79,,,
65.21.224.102,,,
65.21.237.142,,,
65.21.253.224,,,
65.49.219.27,,,
65.49.232.101,,,
65.75.201.83,,,
65.108.48.13,,,
65.108.49.46,,,
65.108.54.151,,,
65.108.77.142,,,
65.108.145.144,,,
65.108.149.250,,,
65.108.157.84,,,
65.108.201.223,,,
65.108.213.62,,,
65.108.214.183,,,
65.108.217.253,,,
65.108.223.16,,,
65.108.230.15,,,
65.108.245.196,,,
65.108.251.86,,,
65.109.12.58,,,
65.109.59.167,,,
65.109.95.205,,,
65.109.132.67,,,
65.109.133.131,,,
65.109.160.132,,,
65.109.177.36,,,
65.109.177.57,,,
65.109.178.0,,,
65.109.178.114,,,
65.109.181.134,,,
65.109.183.84,,,
65.109.183.106,,,
65.109.184.3,,,
65.109.186.119,,,
65.109.187.20,,,
65.109.189.10,,,
65.109.189.46,,,
65.109.190.47,,,
65.109.191.2,,,
65.109.191.32,,,
65.109.192.194,,,
65.109.195.246,,,
65.109.209.104,,,
65.109.211.180,,,
65.109.217.214,,,
65.109.218.24,,,
65.109.218.78,,,
65.109.218.121,,,
65.109.218.188,,,
65.109.219.73,,,
65.109.220.40,,,
65.109.220.193,,,
65.109.220.202,,,
65.109.221.132,,,
65.109.241.108,,,
65.109.241.131,,,
65.109.243.126,,,
65.109.243.199,,,
65.109.246.6,,,
65.109.246.114,,,
65.109.246.190,,,
65.109.250.225,,,
65.109.252.176,,,
65.109.252.228,,,
65.109.253.92,,,
65.109.254.144,,,
65.109.255.68,,,
66.29.143.81,,,
66.42.41.35,,,
66.42.54.67,,,
66.42.58.132,,,
66.42.61.215,,,
66.42.82.142,,,
66.42.91.179,,,
66.42.96.231,,,
66.42.97.131,,,
66.42.98.25,,,
66.42.99.221,,,
66.42.101.244,,,
66.42.103.118,,,
66.42.106.100,,,
66.42.108.104,,,
66.42.108.246,,,
66.42.110.128,,,
66.42.110.153,,,
66.42.114.149,,,
66.42.125.21,,,
66.42.127.17,,,
66.55.65.37,,,
66.85.95.7,,,
66.92.50.74,,,
66.92.50.144,,,
66.92.50.146,,,
66.92.249.121,,,
66.112.210.246,,,
66.135.19.163,,,
66.135.25.97,,,
66.151.32.24,,,
66.151.35.81,,,
66.151.35.153,,,
66.151.42.239,,,
66.154.101.223,,,
66.154.102.196,,,
66.154.103.45,,,
66.154.109.25,,,
66.154.109.186,,,
66.154.110.134,,,
66.154.113.127,,,
66.154.113.180,,,
66.154.114.67,,,
66.154.114.113,,,
66.154.115.3,,,
66.154.115.151,,,
66.154.116.176,,,
66.154.117.245,,,
66.154.124.135,,,
66.154.125.237,,,
66.154.126.242,,,
66.154.127.137,,,
66.154.127.165,,,
66.187.5.49,,,
66.187.5.135,,,
66.187.5.142,,,
66.212.16.145,,,
66.212.16.236,,,
66.226.145.131,,,
66.245.204.103,,,
66.245.216.41,,,
66.245.217.68,,,
66.245.219.45,,,
66.245.219.95,,,
66.245.221.10,,,
66.245.221.194,,,
66.248.207.162,,,
67.200.108.186,,,
67.207.80.155,,,
67.209.176.179,,,
67.216.198.4,,,
67.216.206.28,,,
67.220.80.6,,,
67.220.80.99,,,
67.220.80.230,,,
67.220.80.246,,,
67.220.80.247,,,
67.220.80.252,,,
67.220.80.253,,,
67.220.82.10,,,
67.221.249.24,,,
67.230.183.49,,,
68.23.85.106,,,
68.43.17.231,,,
68.64.178.42,,,
68.64.178.52,,,
68.64.178.184,,,
68.64.179.129,,,
68.64.181.90,,,
68.64.182.74,,,
68.64.182.79,,,
68.64.182.121,,,
68.64.182.177,,,
68.64.182.205,,,
68.64.183.37,,,
68.68.32.120,,,
68.168.29.88,,,
68.168.31.169,,,
68.168.31.227,,,
68.178.203.190,,,
68.183.0.4,,,
68.183.0.162,,,
68.183.1.163,,,
68.183.2.151,,,
68.183.3.160,,,
68.183.9.103,,,
68.183.12.120,,,
68.183.14.79,,,
68.183.21.100,,,
68.183.37.124,,,
68.183.38.198,,,
68.183.39.110,,,
68.183.39.232,,,
68.183.42.143,,,
68.183.43.192,,,
68.183.46.112,,,
68.183.65.82,,,
68.183.66.65,,,
68.183.66.94,,,
68.183.67.126,,,
68.183.70.97,,,
68.183.72.92,,,
68.183.77.91,,,
68.183.77.241,,,
68.183.180.221,,,
68.183.183.54,,,
68.183.186.105,,,
68.183.186.117,,,
68.183.201.168,,,
68.183.207.130,,,
68.183.209.24,,,
68.183.211.93,,,
68.183.213.79,,,
68.183.213.89,,,
68.183.214.158,,,
68.183.215.59,,,
68.183.218.122,,,
68.183.225.227,222.26,0.00,SIN
68.183.227.22,,,
68.183.227.180,240.49,0.00,SIN
68.183.227.216,269.49,0.00,SIN
68.183.230.164,,,
68.183.231.228,,,
68.183.234.14,,,
68.183.235.64,,,
68.233.107.29,,,
68.233.109.59,,,
68.233.122.42,,,
69.8.128.82,,,
69.8.128.163,,,
69.8.128.249,,,
69.8.129.78,,,
